"OPL Format v1","Submit by email:","issues@openpowerlifting.org","","","","","","","","","","","","","","","","","","","","","","",""
,,,,,,,,,,,,,,,,,,,,,,,,,
"Federation","Date",,"MeetState","MeetTown","MeetName","Formula",,,,,,,,,,,,,,,,,,,
"USAPL","2024-03-09",,"","","USA PowerLifting Australia - TSF Team Champs at the Fort 2024","",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Place","Name","BirthDate","Sex","BirthYear","Age","Country","State","Equipment","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Best3DeadliftKg","TotalKg","Event"
"DQ","Natasha Viselka","","F","1995","28","",,"Raw","Women's Raw Open",,"48","","","","","","","","","","","","","","SBD"
"DQ","Vinning Mak","","F","1995","29","",,"Raw","Women's Raw Open",,"52","","","","","","","","","","","","","","SBD"
"DQ","Aikaterini Chorianopoulou","","F","",,"",,"Raw","Women's Raw Open",,"52","","","","","","","","","","","","","","SBD"
"DQ","Carol Chew","","F","1978","45","",,"Raw","Women's Raw Open",,"56","","","","","","","","","","","","","","SBD"
"DQ","Thuy Vy Pham","","F","2000","23","",,"Raw","Women's Raw Open",,"56","","","","","","","","","","","","","","SBD"
"DQ","Claudia Coppola","","F","1995","28","",,"Raw","Women's Raw Open",,"56","","","","","","","","","","","","","","SBD"
"DQ","Lina Tran","","F","1999","25","",,"Raw","Women's Raw Open",,"56","","","","","","","","","","","","","","SBD"
"DQ","Kiara Sala","","F","",,"",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Bernadette Mammone","","F","1985","39","",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Megan Tsai","","F","2000","23","",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","India Stewart","","F","2000","23","",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Constance Pandousis","","F","1994","29","",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Samantha Huang","","F","2001","22","",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Ruby Abangan","","F","1996","28","",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Elizabeth Nguyen","","F","",,"",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Jessica Liu","","F","",,"",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Rochene Hawley","","F","",,"",,"Raw","Women's Raw Open",,"60","","","","","","","","","","","","","","SBD"
"DQ","Felicia Leong","","F","1997","27","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Ally Roberts","","F","2001","22","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Raquel Ramirez","","F","",,"",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Madeleine Villani","","F","1997","26","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Jessica Lam","","F","1995","28","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Alyssa Britten","","F","2000","23","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Rosie Manunzio","","F","1997","27","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Edwina Vejayaratnam","","F","1992","31","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Lota Leinberga","","F","1999","25","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Lilli Anderson","","F","2000","23","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Abbey Stronell","","F","2002","21","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Hannah Pamment","","F","1999","25","",,"Raw","Women's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Caitlin Ryan","","F","1998","25","",,"Raw","Women's Raw Open",,"75","","","","","","","","","","","","","","SBD"
"DQ","Ella Grace Collins","","F","",,"",,"Raw","Women's Raw Open",,"75","","","","","","","","","","","","","","SBD"
"DQ","Rebecca Potalej","","F","1998","25","",,"Raw","Women's Raw Open",,"75","","","","","","","","","","","","","","SBD"
"DQ","Angie Vella","","F","",,"",,"Raw","Women's Raw Open",,"75","","","","","","","","","","","","","","SBD"
"DQ","Evangeline Mouratidis","","F","",,"",,"Raw","Women's Raw Open",,"82.5","","","","","","","","","","","","","","SBD"
"DQ","Emily Cano","","F","1997","26","",,"Raw","Women's Raw Open",,"82.5","","","","","","","","","","","","","","SBD"
"DQ","Olivia Fraser-Jones","","F","1983","41","",,"Raw","Women's Raw Open",,"82.5","","","","","","","","","","","","","","SBD"
"DQ","Shien Ting Lim","","F","1997","26","",,"Raw","Women's Raw Open",,"82.5","","","","","","","","","","","","","","SBD"
"DQ","Jess Pendlebury","","F","1995","28","",,"Raw","Women's Raw Open",,"90","","","","","","","","","","","","","","SBD"
"DQ","Charlotte Vine","","F","1996","27","",,"Raw","Women's Raw Open",,"90","","","","","","","","","","","","","","SBD"
"DQ","Prue May","","F","",,"",,"Raw","Women's Raw Open",,"100","","","","","","","","","","","","","","SBD"
"DQ","Kristyn Bennett","","F","1994","29","",,"Raw","Women's Raw Open",,"100","","","","","","","","","","","","","","SBD"
"DQ","Olivia White","","F","",,"",,"Raw","Women's Raw Open",,"100","","","","","","","","","","","","","","SBD"
"DQ","Jessica Stikovic","","F","",,"",,"Raw","Women's Raw Open",,"100+","","","","","","","","","","","","","","SBD"
"DQ","Emilia Phillips","","F","1989","34","",,"Raw","Women's Raw Open",,"100+","","","","","","","","","","","","","","SBD"
"DQ","Ashleigh Armanasco","","F","1987","36","",,"Raw","Women's Raw Open",,"100+","","","","","","","","","","","","","","SBD"
"DQ","Martin Smith","","M","1981","42","",,"Raw","Men's Raw Open",,"56","","","","","","","","","","","","","","SBD"
"DQ","Brandon Refalo","","M","1998","25","",,"Raw","Men's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Chris Pham","","M","",,"",,"Raw","Men's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Alexander Dellaportas","","M","1998","25","",,"Raw","Men's Raw Open",,"67.5","","","","","","","","","","","","","","SBD"
"DQ","Jevan Tan","","M","2001","22","",,"Raw","Men's Raw Open",,"75","","","","","","","","","","","","","","SBD"
"DQ","Brian Ong","","M","1999","24","",,"Raw","Men's Raw Open",,"75","","","","","","","","","","","","","","SBD"
"DQ","Jaiden Roe","","M","1999","24","",,"Raw","Men's Raw Open",,"75","","","","","","","","","","","","","","SBD"
"DQ","Andrew Phan","","M","2002","21","",,"Raw","Men's Raw Open",,"82.5","","","","","","","","","","","","","","SBD"
"DQ","Yujin Huang","","M","1993","30","",,"Raw","Men's Raw Open",,"82.5","","","","","","","","","","","","","","SBD"
"DQ","Frank Bascetta","","M","",,"",,"Raw","Men's Raw Open",,"82.5","","","","","","","","","","","","","","SBD"
"DQ","Dennis Pereira","","M","1996","27","",,"Raw","Men's Raw Open",,"82.5","","","","","","","","","","","","","","SBD"
